"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Ghana","Children (0-14) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","350",""
"Ghana","Children (0-14) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","246",""
"Ghana","Children (0-14) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","2128",""
"Ghana","Children (0-14) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","2522",""
"Ghana","Children (0-14) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","2940",""
"Ghana","Children (0-14) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","3123",""
"Ghana","Children (0-14) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","3242",""
"Ghana","Children (0-14) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","3457",""
"Ghana","Children (0-14) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","3645",""
"Ghana","Children (0-14) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","3644",""
"Ghana","Children (0-14) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","3598",""
"Ghana","Children (0-14) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","3522",""
"Ghana","Children (0-14) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","3403",""
"Ghana","Children (0-14) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","3252",""
"Ghana","Children (0-14) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","3062",""
"Ghana","Children (0-14) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","2867",""
"Ghana","Children (0-14) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","2660",""
"Ghana","Children (0-14) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","2390",""
"Ghana","Children (0-14) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","2119",""
"Ghana","Children (0-14) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","1842",""
"Ghana","Children (0-14) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","1543",""
"Ghana","Children (0-14) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","1263",""
"Ghana","Children (0-14) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","1023",""
"Ghana","Children (0-14) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","811",""
"Ghana","Children (0-14) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","619",""
"Ghana","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","10006",""
"Ghana","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","13127",""
"Ghana","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","14984",""
"Ghana","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","16326",""
"Ghana","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","18031",""
"Ghana","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","19208",""
"Ghana","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","19882",""
"Ghana","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","20054",""
"Ghana","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","20005",""
"Ghana","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","19236",""
"Ghana","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","18050",""
"Ghana","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","16596",""
"Ghana","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","14921",""
"Ghana","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","13112",""
"Ghana","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","11244",""
"Ghana","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","9399",""
"Ghana","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","7661",""
"Ghana","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","6097",""
"Ghana","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","4738",""
"Ghana","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","3598",""
"Ghana","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","2679",""
"Ghana","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","1958",""
"Ghana","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","1407",""
"Ghana","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","7649",""
"Ghana","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","10578",""
"Ghana","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","12424",""
"Ghana","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","13748",""
"Ghana","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","15361",""
"Ghana","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","16507",""
"Ghana","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","17213",""
"Ghana","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","17349",""
"Ghana","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","17262",""
"Ghana","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","16417",""
"Ghana","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","15115",""
"Ghana","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","13632",""
"Ghana","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","12039",""
"Ghana","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","10347",""
"Ghana","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","8648",""
"Ghana","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","7047",""
"Ghana","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","5545",""
"Ghana","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","4256",""
"Ghana","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","3169",""
"Ghana","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","2252",""
"Ghana","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","1553",""
"Ghana","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","1026",""
"Ghana","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","693",""
"Ghana","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","12906",""
"Ghana","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","16154",""
"Ghana","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","18094",""
"Ghana","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","19567",""
"Ghana","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","21404",""
"Ghana","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","22706",""
"Ghana","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","23501",""
"Ghana","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","23771",""
"Ghana","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","23900",""
"Ghana","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","23256",""
"Ghana","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","22096",""
"Ghana","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","20581",""
"Ghana","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","18802",""
"Ghana","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","16886",""
"Ghana","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","14938",""
"Ghana","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","12615",""
"Ghana","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","10458",""
"Ghana","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","8592",""
"Ghana","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","6775",""
"Ghana","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","5287",""
"Ghana","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","4044",""
"Ghana","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","3017",""
"Ghana","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","2280",""
"Ghana","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","11625",""
"Ghana","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","15106",""
"Ghana","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","17378",""
"Ghana","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","18895",""
"Ghana","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","20696",""
"Ghana","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","22097",""
"Ghana","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","22938",""
"Ghana","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","23106",""
"Ghana","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","23017",""
"Ghana","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","22164",""
"Ghana","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","20863",""
"Ghana","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","19266",""
"Ghana","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","17420",""
"Ghana","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","15414",""
"Ghana","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","13330",""
"Ghana","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","11257",""
"Ghana","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","9279",""
"Ghana","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","7471",""
"Ghana","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","5875",""
"Ghana","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","4513",""
"Ghana","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","3397",""
"Ghana","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","2510",""
"Ghana","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","1820",""
"Ghana","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","8928",""
"Ghana","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","12277",""
"Ghana","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","14416",""
"Ghana","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","15859",""
"Ghana","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","17678",""
"Ghana","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","19106",""
"Ghana","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","19910",""
"Ghana","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","19999",""
"Ghana","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","19822",""
"Ghana","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","18980",""
"Ghana","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","17631",""
"Ghana","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","15986",""
"Ghana","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","14114",""
"Ghana","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","12297",""
"Ghana","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","10431",""
"Ghana","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","8540",""
"Ghana","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","6835",""
"Ghana","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","5276",""
"Ghana","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","4007",""
"Ghana","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","2920",""
"Ghana","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","2046",""
"Ghana","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","1374",""
"Ghana","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","934",""
"Ghana","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","14945",""
"Ghana","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","18596",""
"Ghana","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","21015",""
"Ghana","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","22552",""
"Ghana","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","24465",""
"Ghana","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","26038",""
"Ghana","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","27017",""
"Ghana","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","27400",""
"Ghana","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","27453",""
"Ghana","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","26674",""
"Ghana","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","25370",""
"Ghana","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","23801",""
"Ghana","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","21834",""
"Ghana","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","19859",""
"Ghana","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","17514",""
"Ghana","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","14996",""
"Ghana","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","12489",""
"Ghana","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","10275",""
"Ghana","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","8247",""
"Ghana","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","6511",""
"Ghana","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","5020",""
"Ghana","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","3785",""
"Ghana","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","2853",""
"Guatemala","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","3071",""
"Guatemala","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","3338",""
"Guatemala","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","3041",""
"Guatemala","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","2436",""
"Guatemala","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","2485",""
"Guatemala","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","2859",""
"Guatemala","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","3037",""
"Guatemala","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","2430",""
"Guatemala","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","1797",""
"Guatemala","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","2278",""
"Guatemala","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","2012",""
"Guatemala","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","1603",""
"Guatemala","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","1235",""
"Guatemala","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","924",""
"Guatemala","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","671",""
"Guatemala","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","474",""
"Guatemala","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","327",""
"Guatemala","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","221",""
"Guatemala","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","147",""
"Guatemala","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","96",""
"Guatemala","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","62",""
"Guatemala","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","39",""
"Guatemala","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","24",""
"Guatemala","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","1615",""
"Guatemala","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","1836",""
"Guatemala","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","1595",""
"Guatemala","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","1176",""
"Guatemala","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","1268",""
"Guatemala","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","1586",""
"Guatemala","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1744",""
"Guatemala","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1316",""
"Guatemala","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","875",""
"Guatemala","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1332",""
"Guatemala","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1182",""
"Guatemala","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","897",""
"Guatemala","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","656",""
"Guatemala","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","448",""
"Guatemala","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","305",""
"Guatemala","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","207",""
"Guatemala","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","131",""
"Guatemala","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","79",""
"Guatemala","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","47",""
"Guatemala","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","28",""
"Guatemala","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","15",""
"Guatemala","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","9",""
"Guatemala","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","5",""
"Guatemala","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","6262",""
"Guatemala","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","6062",""
"Guatemala","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","5564",""
"Guatemala","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","4696",""
"Guatemala","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","4519",""
"Guatemala","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","4852",""
"Guatemala","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","4971",""
"Guatemala","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","4161",""
"Guatemala","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","3290",""
"Guatemala","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","3659",""
"Guatemala","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","3173",""
"Guatemala","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","2599",""
"Guatemala","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","2095",""
"Guatemala","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","1594",""
"Guatemala","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","1188",""
"Guatemala","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","873",""
"Guatemala","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","625",""
"Guatemala","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","436",""
"Guatemala","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","301",""
"Guatemala","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","203",""
"Guatemala","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","133",""
"Guatemala","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","87",""
"Guatemala","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","54",""
"Guatemala","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","3436",""
"Guatemala","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","3725",""
"Guatemala","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","3440",""
"Guatemala","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","2834",""
"Guatemala","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","2907",""
"Guatemala","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","3277",""
"Guatemala","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","3474",""
"Guatemala","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","2889",""
"Guatemala","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","2228",""
"Guatemala","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","2698",""
"Guatemala","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","2423",""
"Guatemala","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","1976",""
"Guatemala","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","1566",""
"Guatemala","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","1208",""
"Guatemala","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","907",""
"Guatemala","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","664",""
"Guatemala","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","475",""
"Guatemala","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","332",""
"Guatemala","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","228",""
"Guatemala","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","154",""
"Guatemala","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","102",""
"Guatemala","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","66",""
"Guatemala","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","42",""
"Guatemala","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","1789",""
"Guatemala","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","2059",""
"Guatemala","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","1810",""
"Guatemala","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","1393",""
"Guatemala","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","1530",""
"Guatemala","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","1856",""
"Guatemala","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","2015",""
"Guatemala","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1593",""
"Guatemala","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1131",""
"Guatemala","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1598",""
"Guatemala","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1455",""
"Guatemala","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1124",""
"Guatemala","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","852",""
"Guatemala","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","606",""
"Guatemala","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","421",""
"Guatemala","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","293",""
"Guatemala","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","198",""
"Guatemala","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","126",""
"Guatemala","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","78",""
"Guatemala","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","48",""
"Guatemala","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","28",""
"Guatemala","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","16",""
"Guatemala","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","9",""
"Guatemala","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","7115",""
"Guatemala","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","6764",""
"Guatemala","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","6268",""
"Guatemala","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","5393",""
"Guatemala","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","5287",""
"Guatemala","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","5483",""
"Guatemala","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","5657",""
"Guatemala","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","4884",""
"Guatemala","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","4002",""
"Guatemala","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","4330",""
"Guatemala","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","3813",""
"Guatemala","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","3180",""
"Guatemala","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","2625",""
"Guatemala","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","2060",""
"Guatemala","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","1569",""
"Guatemala","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","1172",""
"Guatemala","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","883",""
"Guatemala","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","644",""
"Guatemala","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","446",""
"Guatemala","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","323",""
"Guatemala","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","217",""
"Guatemala","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","144",""
"Guatemala","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","94",""
"Guinea","Children (0-14) estimate","2012","UNAIDS_Spectrum Estimates_","Number","1038",""
"Guinea","Children (0-14) estimate","2011","UNAIDS_Spectrum Estimates_","Number","1105",""
"Guinea","Children (0-14) estimate","2010","UNAIDS_Spectrum Estimates_","Number","1111",""
